"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","DespesaTotal","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumCompresTotal","NumWebVisitsMonth","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmpTotal","Complain","Response"
1960,"2n Cycle","Together",92556,0,0,"20-04-2014",32,493,183,352,184,23,28,770,0,3,5,13,21,0,0,0,0,0,0,0,0,0
1970,"Graduation","Single",67384,0,1,"10-11-2012",32,957,40,175,158,53,107,533,2,7,8,5,20,5,0,0,0,1,0,1,0,0
1971,"Master","Together",80573,0,0,"14-10-2012",85,829,138,430,60,92,15,735,1,4,6,13,23,2,0,0,0,0,0,0,0,0
1967,"Graduation","Married",77870,0,1,"22-08-2012",93,1017,50,500,65,50,133,798,3,5,5,5,15,8,1,0,0,1,0,2,0,1
1963,"PhD","Widow",52278,0,1,"25-01-2013",24,953,0,71,0,0,174,245,6,10,5,10,25,8,0,0,0,0,0,0,0,0
1968,"Graduation","Single",57107,0,1,"24-08-2012",44,159,0,120,0,0,137,257,7,4,4,8,16,8,0,1,0,1,0,2,0,1
1990,"Graduation","Married",18929,0,0,"16-02-2013",15,32,0,8,23,4,18,53,1,1,0,4,5,6,0,0,0,0,0,0,0,0
1981,"PhD","Single",36038,1,0,"31-05-2013",82,23,0,15,0,2,7,24,2,3,0,3,6,6,0,0,0,0,0,0,0,0
1976,"Graduation","Single",20180,0,0,"20-02-2013",27,18,42,24,15,20,18,119,1,2,1,4,7,7,0,0,0,0,0,0,0,0
1965,"PhD","Together",34230,1,1,"26-12-2012",72,15,0,4,0,0,2,6,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1977,"2n Cycle","Single",31878,0,1,"22-06-2014",7,23,4,5,10,5,23,47,1,1,0,4,5,3,0,0,0,0,0,0,0,0
1972,"2n Cycle","Married",70932,0,1,"19-01-2014",57,200,193,100,46,107,185,631,2,6,2,12,20,3,0,0,0,0,0,0,0,0
1956,"Graduation","Single",91249,0,0,"20-10-2012",84,1324,27,119,71,108,27,352,0,7,9,6,22,4,1,1,0,1,1,4,0,1
1943,"Master","Single",77598,0,0,"01-10-2013",53,1193,33,281,129,66,33,542,1,7,5,13,25,3,0,0,0,0,1,1,0,0
1959,"Graduation","Single",80982,1,1,"08-01-2013",48,505,137,401,104,22,22,686,3,11,5,11,27,5,0,0,0,0,0,0,1,0
1977,"Master","Married",22701,1,0,"05-09-2013",2,2,4,9,0,4,5,22,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1969,"PhD","Married",55212,0,1,"23-11-2012",65,1103,0,45,0,0,34,79,3,4,2,11,17,8,0,1,0,1,0,2,0,0
1970,"Graduation","Married",70617,0,0,"23-06-2013",45,353,61,753,40,46,27,927,1,3,3,7,13,2,0,0,0,0,0,0,0,0
1957,"Graduation","Single",64849,0,0,"13-11-2012",42,652,48,350,94,84,108,684,1,9,3,6,18,5,0,0,0,0,0,0,0,1
1965,"Master","Married",62694,1,1,"17-06-2013",29,379,6,157,25,91,91,370,5,9,3,7,19,7,0,0,0,0,0,0,0,0
1974,"PhD","Married",61917,1,1,"20-11-2013",83,46,4,36,2,2,1,45,1,2,0,4,6,5,0,0,0,0,0,0,0,0
1947,"PhD","Married",67472,0,1,"28-09-2013",93,162,31,127,8,17,69,252,2,4,2,7,13,3,0,0,0,0,0,0,0,0
1982,"Master","Married",21059,1,0,"07-01-2014",40,8,3,19,3,3,8,36,3,3,0,3,6,6,0,0,0,0,0,0,0,0
1968,"Master","Married",29543,2,0,"01-04-2014",47,17,3,18,3,4,18,46,2,3,1,2,6,7,0,0,0,0,0,0,0,0
1951,"Graduation","Married",75903,0,1,"08-04-2013",50,340,108,185,130,38,100,561,2,6,6,9,21,3,0,0,0,0,0,0,0,0
1975,"2n Cycle","Together",34984,1,1,"06-09-2012",40,8,4,15,3,5,3,30,2,1,0,3,4,7,0,0,0,0,0,0,0,0
1956,"PhD","Single",54998,0,1,"10-03-2013",3,154,22,202,39,30,8,301,5,4,2,9,15,4,0,0,0,0,0,0,0,1
1949,"PhD","Widow",54356,0,1,"19-11-2012",62,710,15,30,20,0,0,65,3,11,2,8,21,8,0,0,0,0,0,0,0,1
1959,"Master","Married",34242,0,1,"23-03-2014",25,8,2,4,0,0,1,7,1,0,0,3,3,5,0,0,0,0,0,0,0,0
1973,"Graduation","Married",25410,1,0,"31-08-2013",48,2,2,4,13,13,4,36,1,1,0,4,5,4,0,0,0,0,0,0,0,0
1984,"PhD","Married",73356,0,0,"06-02-2014",56,1050,14,322,0,14,112,462,1,5,7,5,17,2,1,0,1,0,1,3,0,1
1950,"Graduation","Together",28320,0,1,"14-01-2013",68,19,1,14,3,2,4,24,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1977,"Graduation","Single",23763,1,0,"07-08-2012",64,22,0,6,6,2,6,20,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1984,"Graduation","Married",72570,0,0,"25-04-2014",67,274,83,216,151,141,224,815,1,4,6,12,22,1,0,0,0,0,0,0,0,0
1976,"Master","Married",34529,1,0,"14-09-2012",94,68,6,38,3,6,41,94,2,2,2,3,7,7,0,0,0,0,0,0,0,0
1951,"Graduation","Widow",70792,0,0,"06-02-2013",82,344,45,654,104,11,114,928,2,3,4,10,17,3,0,0,0,0,0,0,0,0
1982,"Graduation","Married",63211,0,0,"02-11-2012",3,145,193,459,205,26,145,1028,2,3,8,7,18,2,0,0,0,0,0,0,0,1
1974,"Master","Married",83891,0,1,"20-06-2014",24,217,38,350,111,85,15,599,1,4,7,10,21,1,0,0,0,0,0,0,0,0
1968,"Graduation","Single",36065,1,1,"31-03-2013",54,18,7,34,10,2,3,56,3,3,0,3,6,8,0,0,0,0,0,0,0,0
1954,"Graduation","Together",39898,0,1,"12-02-2013",20,69,8,26,12,7,12,65,2,3,0,4,7,7,0,0,0,0,0,0,0,0
1940,"PhD","Single",51141,0,0,"08-07-2013",96,144,0,7,0,0,6,13,1,3,1,4,8,5,0,0,0,0,0,0,0,0
1976,"Graduation","Married",56939,0,1,"18-09-2013",19,256,34,103,90,29,49,305,2,3,3,10,16,3,0,0,0,0,0,0,0,0
1951,"Graduation","Single",80872,0,0,"12-05-2014",60,483,72,567,94,12,108,853,1,4,4,10,18,1,0,0,0,0,0,0,0,0
1976,"PhD","Together",72335,0,0,"13-08-2012",2,1285,105,653,28,21,0,807,1,10,4,8,22,8,0,0,0,0,0,0,0,1
1964,"PhD","Single",61798,0,0,"23-11-2013",13,338,4,89,11,8,13,125,1,4,2,9,15,4,0,0,0,0,0,0,0,0
1950,"PhD","Widow",76842,0,0,"03-05-2014",37,605,10,345,84,54,32,525,1,1,8,7,16,0,0,0,0,0,0,0,0,0
1976,"Graduation","Together",29478,1,0,"17-01-2014",59,8,0,7,3,1,1,12,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1956,"Graduation","Single",46998,0,1,"22-10-2012",55,172,41,86,45,6,27,205,5,5,3,5,13,7,0,0,1,0,0,1,0,0
1990,"Graduation","Single",96843,0,0,"23-04-2013",60,448,71,951,40,17,17,1096,1,6,3,10,19,2,0,0,0,0,1,1,0,1
1950,"PhD","Widow",56551,1,1,"07-05-2014",48,67,4,32,17,2,16,71,3,2,1,4,7,4,0,0,0,0,0,0,0,0
1965,"Master","Married",70053,0,1,"03-07-2013",38,512,53,98,81,80,89,401,3,8,5,10,23,5,0,0,0,0,0,0,0,0
1962,"PhD","Widow",71670,0,0,"09-07-2013",8,1462,16,128,0,0,160,304,1,5,3,6,14,6,0,1,0,1,1,3,0,1
1978,"Graduation","Married",44359,1,1,"17-06-2014",19,20,0,14,7,3,1,25,3,2,0,4,6,3,0,0,0,0,0,0,0,0
1952,"Graduation","Single",40887,1,1,"06-05-2013",32,50,4,44,10,10,43,111,3,3,1,3,7,9,0,0,0,0,0,0,0,1
1966,"Graduation","Divorced",48877,0,1,"05-01-2014",27,102,1,15,2,0,24,42,1,3,0,4,7,7,0,0,0,0,0,0,0,0
1947,"Graduation","Together",74485,0,0,"24-08-2013",58,499,149,815,173,49,49,1235,1,6,7,12,25,3,0,0,0,0,0,0,0,0
1972,"Graduation","Together",64474,0,1,"22-10-2013",59,381,35,172,56,86,93,442,2,8,2,10,20,5,0,0,0,0,0,0,0,0
1963,"Graduation","Together",77226,0,1,"28-02-2014",29,631,43,239,128,76,21,507,2,6,8,12,26,3,0,0,0,0,0,0,0,0
1949,"Graduation","Widow",72643,0,0,"27-02-2013",60,526,80,553,123,94,53,903,1,3,10,7,20,2,1,0,0,0,0,1,0,1
1978,"Master","Together",85738,0,0,"23-01-2014",41,913,26,376,17,26,13,458,1,3,6,11,20,1,0,0,0,1,1,2,0,0
1966,"Graduation","Divorced",55686,0,1,"14-02-2013",27,673,0,199,37,47,26,309,2,6,3,5,14,4,0,0,1,0,0,1,0,0
1983,"Graduation","Single",39062,1,0,"25-03-2014",28,23,0,9,0,0,12,21,1,1,0,3,4,4,0,0,1,0,0,1,0,0
1971,"Graduation","Together",34600,1,1,"01-01-2013",8,199,33,60,8,3,15,119,5,5,2,5,12,8,0,0,0,0,0,0,0,1
1975,"Graduation","Married",40794,0,1,"07-04-2013",18,261,23,73,4,23,50,173,2,6,3,5,14,7,0,0,0,0,0,0,0,0
1971,"2n Cycle","Married",54690,1,1,"07-11-2013",76,111,16,37,7,9,18,87,3,3,1,5,9,3,0,0,0,0,0,0,0,0
1969,"Graduation","Married",4428,0,1,"05-10-2013",0,16,4,12,2,4,3,25,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1963,"2n Cycle","Married",32632,0,0,"02-08-2012",32,63,151,137,153,19,53,513,2,4,4,8,16,5,0,0,0,0,0,0,0,0
1968,"PhD","Single",38236,1,1,"20-09-2013",2,58,0,18,2,0,10,30,4,3,0,4,7,7,0,0,0,0,0,0,0,0
1979,"Graduation","Married",36781,1,0,"10-04-2014",16,29,1,17,0,3,13,34,1,2,1,2,5,8,0,0,0,0,0,0,0,1
1984,"Master","Single",31385,1,0,"05-12-2012",56,3,2,12,0,1,9,24,1,1,0,2,3,8,0,0,1,0,0,1,0,1
1984,"Graduation","Married",24570,1,0,"27-02-2013",97,28,34,62,11,14,44,165,3,4,0,4,8,9,0,0,0,0,0,0,0,0
1974,"PhD","Divorced",25509,1,0,"18-09-2012",15,40,3,30,10,7,11,61,3,3,0,3,6,9,0,0,0,0,0,0,0,1
1951,"Graduation","Married",94642,0,0,"12-02-2014",35,879,143,797,106,143,143,1332,0,5,7,9,21,1,1,0,0,0,1,2,0,0
1962,"Master","Married",58646,0,1,"10-06-2013",3,62,1,44,6,5,22,78,1,2,1,4,7,4,0,0,0,0,0,0,0,0
1975,"Graduation","Single",53201,1,1,"12-02-2013",49,280,7,81,20,0,27,135,8,6,3,5,14,7,0,0,0,0,0,0,0,0
1957,"Graduation","Together",21994,0,1,"24-12-2012",4,9,0,6,3,1,3,13,1,0,0,3,3,5,0,0,0,0,0,0,0,0
1978,"Graduation","Married",57113,1,1,"06-02-2013",45,182,4,33,0,2,42,81,6,4,1,5,10,7,0,0,0,0,0,0,0,0
1991,"Graduation","Married",51373,0,0,"22-06-2013",37,83,2,101,64,26,117,310,1,3,5,3,11,4,0,0,0,0,0,0,0,0
1986,"Graduation","Married",23477,1,0,"21-10-2013",39,38,15,54,3,8,29,109,3,3,0,4,7,8,0,0,0,0,0,0,0,0
1956,"Graduation","Married",58116,0,1,"13-04-2014",38,228,19,130,4,11,51,215,2,3,3,8,14,2,0,0,0,0,0,0,0,0
1963,"PhD","Divorced",72968,0,0,"16-12-2013",8,1092,37,592,145,37,55,866,1,5,5,8,18,3,1,0,0,0,0,1,0,1
1971,"Master","Married",39791,0,1,"28-03-2013",89,85,15,27,13,13,21,89,2,3,1,4,8,7,0,0,0,0,0,0,0,0
1947,"Master","Single",91712,0,0,"17-10-2013",47,1276,24,746,94,29,48,941,0,9,7,11,27,3,0,0,0,0,1,1,0,1
1958,"Graduation","Single",94472,0,1,"03-04-2014",75,1017,33,417,108,100,16,674,1,5,5,5,15,5,0,0,0,1,1,2,0,0
1960,"Graduation","Together",13672,1,1,"17-04-2013",86,6,2,9,2,1,5,19,2,1,0,3,4,8,0,0,0,0,0,0,0,0
1980,"2n Cycle","Married",96547,0,0,"23-05-2014",4,448,21,125,52,101,62,361,0,7,6,8,21,2,1,0,1,0,1,3,0,1
1975,"Graduation","Married",79205,0,0,"29-08-2012",73,504,23,117,179,28,44,391,1,6,5,4,15,4,1,0,0,0,0,1,0,1
1975,"PhD","Together",56559,0,1,"25-12-2012",46,226,22,133,41,31,31,258,3,4,3,8,15,4,0,0,0,0,0,0,0,0
1973,"PhD","Married",32644,1,0,"16-01-2013",38,239,3,141,0,7,23,174,4,7,1,6,14,8,0,0,1,0,0,1,0,0
1980,"2n Cycle","Single",67506,0,1,"02-01-2014",73,90,38,67,33,36,67,241,1,4,1,6,11,3,0,0,0,0,0,0,0,0
1970,"Graduation","Single",24206,1,0,"08-03-2013",66,7,2,8,3,2,3,18,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1967,"PhD","Divorced",28420,1,0,"24-12-2013",36,4,2,5,2,0,0,9,1,1,0,2,3,6,0,0,0,0,0,0,0,0
1970,"Graduation","Married",22979,1,0,"06-09-2012",29,16,17,19,20,21,22,99,3,3,2,2,7,8,0,0,0,0,0,0,0,1
1966,"Graduation","Single",33279,0,0,"12-06-2014",29,10,3,3,0,0,0,6,1,0,0,3,3,3,0,0,0,0,0,0,0,0
1972,"Master","Single",46423,1,1,"18-09-2013",6,68,0,16,0,0,8,24,3,2,0,4,6,7,0,0,0,0,0,0,0,0
1977,"Graduation","Married",30368,0,1,"07-11-2013",97,35,0,13,2,0,2,17,2,2,0,3,5,8,0,0,0,0,0,0,0,0
1970,"Graduation","Married",63684,0,1,"26-11-2012",61,575,80,428,208,93,80,889,3,8,4,8,20,5,0,0,0,0,0,0,0,0
1964,"Graduation","Divorced",41638,0,1,"13-02-2013",68,315,0,31,4,0,91,126,4,5,5,3,13,8,0,0,1,0,0,1,0,0
1959,"PhD","Divorced",68805,0,1,"17-09-2013",73,182,2,49,17,13,20,101,1,3,1,7,11,2,0,0,0,0,0,0,0,0
1966,"PhD","Together",65814,0,1,"02-03-2014",90,561,14,113,10,14,35,186,3,8,2,10,20,5,0,0,0,0,0,0,0,0
1958,"Graduation","Divorced",71964,0,0,"20-05-2013",81,587,51,932,180,34,86,1283,1,5,6,5,16,3,0,0,0,0,0,0,0,0
1986,"Graduation","Single",39146,1,0,"14-02-2013",1,94,1,33,13,12,12,71,3,4,0,4,8,8,0,0,0,0,0,0,0,0
1977,"Graduation","Together",96876,0,0,"06-08-2013",79,908,43,735,40,25,21,864,1,7,7,9,23,2,1,0,0,1,1,3,0,1
1981,"Basic","Married",34445,0,0,"27-01-2013",92,228,122,122,208,129,30,611,6,11,2,8,21,9,0,0,0,0,0,0,0,0
1958,"Graduation","Single",68281,0,0,"07-08-2012",31,995,112,417,42,48,41,660,1,2,9,13,24,5,0,0,0,0,0,0,0,1
1975,"2n Cycle","Married",37284,1,1,"29-03-2013",46,11,1,2,2,1,6,12,1,0,0,3,3,6,0,0,0,0,0,0,0,0
1983,"Graduation","Married",36790,0,0,"01-03-2013",14,3,3,14,15,21,10,63,1,2,1,2,5,9,0,0,0,0,0,0,0,1
1967,"Graduation","Together",27943,1,1,"15-04-2013",89,12,1,16,4,1,3,25,3,2,0,3,5,8,0,0,0,0,0,0,0,0
1951,"Graduation","Divorced",22263,1,1,"30-03-2014",31,17,0,2,0,0,2,4,2,1,0,3,4,6,0,0,0,0,0,0,1,0
1972,"Graduation","Together",30261,1,2,"25-09-2012",75,8,0,5,0,3,6,14,1,0,0,3,3,8,0,0,0,0,0,0,0,0
1978,"Graduation","Together",28587,1,0,"12-02-2014",42,22,4,17,12,10,13,56,3,2,0,4,6,6,0,0,0,0,0,0,0,0
1982,"Master","Married",43815,1,0,"05-04-2013",53,14,10,29,4,7,15,65,1,2,0,3,5,6,0,0,0,0,0,0,0,0
1956,"Graduation","Married",48195,1,1,"21-01-2014",53,106,27,68,52,7,5,159,6,4,2,5,11,6,0,0,0,0,0,0,0,0
1952,"Master","Married",77027,0,1,"05-02-2014",23,820,57,242,45,0,11,355,2,8,3,6,17,4,0,0,0,0,0,0,0,0
1965,"PhD","Married",71322,0,1,"16-02-2013",57,753,43,226,69,10,204,552,2,8,5,13,26,4,0,0,0,0,0,0,0,0
1979,"Master","Married",32765,1,0,"23-02-2014",49,13,3,17,7,3,3,33,2,2,0,4,6,5,0,0,0,0,0,0,0,0
1965,"Graduation","Together",29672,1,1,"12-03-2013",6,9,1,3,0,4,8,16,1,0,0,3,3,6,0,0,0,0,0,0,0,0
1953,"Graduation","Divorced",23272,0,0,"17-10-2013",29,19,3,6,4,2,12,27,1,1,0,3,4,4,0,0,0,0,0,0,0,0
1949,"Master","Together",49912,0,1,"07-09-2012",5,520,8,223,32,49,42,354,4,10,5,7,22,8,0,0,1,0,0,1,0,1
1985,"2n Cycle","Together",7500,1,0,"01-08-2012",98,5,17,17,13,14,34,95,4,2,1,3,6,9,0,0,0,0,0,0,0,0
1947,"PhD","Widow",68117,0,1,"10-03-2013",80,618,44,215,0,17,36,312,2,11,8,4,23,6,0,0,1,0,0,1,0,1
1955,"Graduation","Married",67225,0,1,"26-11-2013",4,315,35,322,46,7,143,553,3,7,2,11,20,5,0,0,0,0,0,0,0,0
1976,"Graduation","Married",17649,1,0,"12-11-2013",70,15,1,23,0,5,1,30,3,3,0,3,6,8,0,0,0,0,0,0,0,0
1975,"Graduation","Together",55914,0,1,"29-04-2013",32,384,60,364,119,101,232,876,4,11,6,8,25,7,0,0,0,0,0,0,0,0
1984,"Graduation","Married",40059,1,0,"28-09-2013",82,110,29,92,28,10,145,304,1,6,2,3,11,8,0,0,1,0,0,1,0,0
1950,"Graduation","Together",60905,0,1,"05-12-2013",27,208,17,76,36,17,38,184,2,3,3,7,13,2,0,0,0,0,0,0,0,0
1977,"Graduation","Married",75330,1,1,"04-10-2012",94,555,82,257,93,61,61,554,4,10,3,12,25,6,0,0,0,0,0,0,0,0
1951,"Graduation","Single",60689,0,1,"01-06-2013",23,240,90,216,63,6,24,399,4,4,4,10,18,3,0,0,0,0,0,0,0,0
1984,"Graduation","Married",38680,1,0,"28-03-2013",97,11,0,36,15,5,12,68,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1982,"Graduation","Together",61416,0,0,"08-02-2013",25,848,154,323,201,61,78,817,1,10,3,10,23,6,0,0,1,0,0,1,0,0
1991,"Graduation","Single",49767,0,0,"02-05-2013",92,202,47,197,55,42,149,490,1,5,4,8,17,4,0,0,0,0,0,0,0,0
1970,"Graduation","Single",83273,1,2,"25-09-2012",98,433,89,650,16,102,102,959,3,4,6,9,19,7,0,0,0,0,0,0,0,0
1981,"Graduation","Married",29009,1,0,"29-11-2013",19,6,6,15,10,5,2,38,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1979,"Master","Married",45057,1,0,"01-12-2013",80,37,0,7,3,0,3,13,1,2,0,3,5,5,0,0,0,0,0,0,0,0
1971,"Graduation","Married",37150,1,0,"11-09-2012",80,167,37,64,49,34,116,300,8,4,3,6,13,7,0,0,0,0,0,0,0,0
1970,"Graduation","Single",43020,1,0,"30-11-2013",79,45,7,99,4,25,43,178,3,4,1,4,9,6,0,0,0,0,0,0,0,0
1959,"Graduation","Married",53154,0,1,"09-06-2014",50,129,0,21,0,1,7,29,1,3,1,4,8,4,0,0,0,0,0,0,0,0
1973,"Graduation","Married",65308,0,0,"11-09-2013",60,713,0,264,120,80,34,498,1,7,8,12,27,4,1,0,0,0,1,2,0,0
1970,"Graduation","Single",76467,1,0,"17-08-2012",44,676,161,426,210,44,58,899,2,2,5,5,12,6,0,0,0,0,0,0,0,1
1947,"2n Cycle","Married",81044,0,0,"27-12-2013",0,450,26,535,73,98,26,758,1,5,6,10,21,1,0,0,0,0,0,0,0,0
1951,"Graduation","Married",32871,1,1,"09-03-2013",28,22,2,12,0,2,5,21,1,1,0,3,4,4,0,0,0,0,0,0,0,0
1975,"Graduation","Single",55801,1,1,"22-09-2013",35,367,4,51,6,4,95,160,6,7,2,6,15,7,1,0,0,0,0,1,0,0
1959,"Graduation","Widow",76320,0,1,"22-06-2014",49,526,35,214,69,53,35,406,2,6,3,4,13,2,0,0,0,0,0,0,0,0
1955,"Master","Single",36927,1,1,"02-06-2014",46,51,0,16,0,0,4,20,2,3,0,3,6,8,0,0,0,0,0,0,0,0
1953,"Graduation","Together",48794,1,1,"26-06-2014",97,25,0,11,3,0,15,29,1,1,0,3,4,4,0,0,0,0,0,0,0,0
1965,"Graduation","Single",23478,0,0,"19-03-2013",51,28,6,27,12,17,39,101,1,3,0,3,6,8,0,0,0,0,0,0,0,0
1973,"Graduation","Divorced",71128,1,0,"06-10-2012",80,958,159,447,20,0,31,657,3,2,10,12,24,7,0,0,0,0,0,0,0,0
1976,"PhD","Divorced",70179,0,1,"21-07-2013",10,532,88,168,69,44,133,502,3,7,3,13,23,5,0,0,0,0,0,0,0,0
1950,"Graduation","Married",59462,0,1,"05-01-2013",29,724,17,143,0,8,196,364,2,9,2,12,23,7,0,0,0,0,0,0,0,0
1969,"Master","Together",56721,1,1,"18-05-2013",52,375,42,48,94,66,96,346,7,4,10,4,18,3,0,0,0,0,0,0,0,0
1969,"Graduation","Together",38361,1,0,"27-12-2013",74,39,0,56,20,8,14,98,3,3,1,3,7,7,0,0,0,0,0,0,0,0
1981,"PhD","Single",36273,1,0,"31-05-2013",82,23,0,15,0,2,7,24,2,3,0,3,6,6,0,0,0,0,0,0,0,0
1982,"PhD","Together",70038,0,0,"25-10-2013",54,587,54,348,71,54,130,657,1,4,4,8,16,2,0,0,0,0,0,0,0,0
1978,"Graduation","Together",42554,1,1,"12-01-2013",93,29,1,11,0,0,0,12,2,2,0,3,5,4,0,0,0,0,0,0,0,0
1974,"Graduation","Married",67445,0,1,"12-08-2012",63,757,80,217,29,80,11,417,5,9,6,12,27,6,0,0,0,0,0,0,0,0
1951,"Graduation","Widow",67046,0,1,"06-01-2013",92,544,35,133,23,151,107,449,2,4,5,4,13,2,0,0,0,0,0,0,0,0
1948,"Graduation","Married",42192,0,0,"06-09-2013",40,40,15,15,17,6,7,60,1,2,1,3,6,4,0,0,0,0,0,0,0,0
1952,"PhD","Married",77610,0,1,"29-10-2012",70,1245,33,332,21,33,16,435,2,4,7,4,15,7,0,0,0,0,0,0,0,0
1984,"Graduation","Married",31761,1,0,"05-04-2014",96,19,1,20,16,14,28,79,2,3,0,4,7,5,0,0,0,0,0,0,0,0
1979,"Graduation","Together",34350,1,0,"19-10-2013",81,16,3,15,2,1,11,32,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1949,"Graduation","Together",54591,0,1,"05-08-2013",63,376,4,94,12,9,24,143,3,6,2,8,16,5,0,0,0,0,0,0,0,0
1956,"Graduation","Married",71866,0,1,"25-12-2013",85,184,178,178,103,39,33,531,1,6,3,10,19,3,0,0,0,0,0,0,0,0
1969,"Graduation","Married",25293,1,0,"15-09-2013",51,15,0,11,0,2,9,22,1,1,1,2,4,8,0,0,0,0,0,0,0,0
1987,"PhD","Single",42000,0,0,"10-01-2013",23,124,83,267,85,59,35,529,2,5,2,11,18,5,0,0,0,0,0,0,0,1
1983,"Graduation","Married",69520,0,0,"07-07-2013",95,627,120,414,121,80,93,828,1,9,6,5,20,5,0,0,0,0,0,0,0,0
1970,"Graduation","Divorced",64713,1,0,"07-02-2014",11,180,60,241,13,54,54,422,2,5,5,7,17,4,0,0,0,0,0,0,0,1
1977,"Master","Married",27889,1,0,"05-07-2013",42,14,0,4,0,0,8,12,1,1,1,2,4,6,0,0,0,0,0,0,0,0
1960,"Basic","Widow",22123,0,0,"27-03-2014",77,3,3,24,34,7,31,99,1,2,1,3,6,5,0,0,0,0,0,0,0,0
1971,"Graduation","Married",20194,1,1,"03-03-2013",82,71,1,16,0,0,9,26,4,2,1,3,6,8,0,0,0,0,0,0,0,0
1954,"Master","Together",44794,0,1,"23-06-2013",83,161,0,22,0,0,24,46,2,4,1,4,9,6,0,0,0,0,0,0,0,0
1973,"Graduation","Married",27803,1,0,"26-08-2012",40,8,26,46,38,9,49,168,2,3,0,4,7,8,0,0,0,0,0,0,0,0
1955,"Graduation","Single",49431,0,1,"18-10-2013",95,264,0,21,12,6,147,186,3,6,1,5,12,7,0,0,0,0,0,0,0,0
1960,"Graduation","Married",51651,0,1,"07-11-2012",32,293,6,23,13,6,92,140,4,6,2,5,13,8,0,0,0,0,0,0,0,0
1988,"Graduation","Married",68487,0,0,"13-01-2013",48,758,12,385,33,89,89,608,1,9,7,13,29,4,0,0,0,0,0,0,0,0
1943,"Master","Widow",77457,0,0,"30-10-2013",75,532,126,490,164,126,126,1032,1,5,5,11,21,1,0,0,0,0,1,1,0,1
1969,"Graduation","Married",56796,0,1,"16-02-2013",24,656,38,161,62,47,37,345,3,8,9,7,24,7,0,0,0,0,0,0,0,0
1992,"2n Cycle","Married",87000,0,0,"15-12-2012",61,196,25,607,67,17,49,765,1,4,6,7,17,2,0,0,0,0,0,0,0,0
1959,"Graduation","Married",79823,0,1,"31-03-2014",6,835,73,380,114,73,43,683,1,6,9,7,22,2,0,0,0,1,0,1,0,0
1980,"Graduation","Single",30828,1,0,"04-10-2013",16,16,11,15,2,0,12,40,2,1,1,4,6,3,0,0,0,0,0,0,0,0
1971,"Master","Married",34109,0,1,"06-11-2013",39,9,1,5,2,1,4,13,1,0,0,3,3,4,0,0,0,0,0,0,0,0
1974,"Master","Divorced",53367,1,1,"31-08-2013",2,229,7,140,10,3,11,171,7,5,1,8,14,7,0,0,0,0,0,0,0,1
1969,"Basic","Together",22390,0,0,"21-10-2013",49,0,1,4,15,1,5,26,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1976,"Graduation","Together",71322,0,1,"02-05-2014",31,121,24,124,24,15,42,229,1,4,1,7,12,2,0,0,0,0,0,0,0,0
1949,"Master","Together",49912,0,1,"07-09-2012",5,520,8,223,32,49,42,354,4,10,5,7,22,8,0,0,1,0,0,1,0,1
1950,"PhD","Married",48699,1,1,"21-05-2013",90,26,1,10,2,0,1,14,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1975,"Graduation","Together",80144,0,0,"30-09-2013",47,240,132,445,250,137,108,1072,1,3,7,8,18,1,0,0,0,0,0,0,0,0
1956,"Graduation","Single",54252,1,1,"28-05-2013",25,178,4,26,8,4,44,86,5,4,1,5,10,6,0,0,0,0,0,0,0,0
1976,"Master","Married",81929,1,0,"29-09-2012",60,1486,55,278,49,0,185,567,2,4,4,10,18,6,0,0,1,0,1,2,0,1
1975,"Graduation","Married",76068,0,1,"29-11-2012",67,1115,12,128,33,12,76,261,1,2,3,4,9,6,0,1,0,1,0,2,0,0
1976,"Master","Married",53204,1,1,"20-03-2014",40,29,0,8,2,0,6,16,1,1,0,3,4,4,0,0,0,0,0,0,0,0
1949,"PhD","Together",67911,0,1,"22-05-2014",63,529,0,356,63,28,0,447,3,6,7,11,24,3,0,0,0,0,0,0,0,0
1984,"2n Cycle","Married",14796,1,0,"17-09-2012",1,13,3,8,7,4,16,38,2,1,0,3,4,9,0,0,0,0,0,0,0,1
1974,"PhD","Married",78128,0,1,"19-02-2014",89,934,24,230,16,24,36,330,2,8,4,6,18,3,0,0,0,1,1,2,0,0
1972,"Basic","Married",14188,0,0,"28-02-2013",40,2,7,11,16,12,27,73,1,2,0,4,6,6,0,0,0,0,0,0,0,0
